EP,SBS5,48315.3811225249
EP,SBS5,51622.7789031679
EP,SBS5,68714.7509406955
EP,SBS5,48014.1691317948
EP,SBS5,51701.9038437788
EP,SBS5,59285.5350507877
EP,SBS5,55843.066168795
EP,SBS5,50974.2641024377
EP,SBS5,64512.8561303382
EP,SBS5,73489.8433201034
EP,SBS5,55653.061381827
EP,SBS5,58277.3620580397
EP,SBS5,62108.127154551
EP,SBS5,52488.1069925475
EP,SBS5,49691.2679436788
EP,SBS5,54867.690783338
EP,SBS5,58483.0328903872
EP,SBS5,50667.5255175734
EP,SBS5,52308.8611020551
EP,SBS5,48685.1181670391
EP,SBS5,42211.6910356019
EP,SBS5,58175.9736836792
EP,SBS5,59829.087713057
EP,SBS5,56868.3224259526
EP,SBS5,52192.4483883742
EP,SBS5,64257.3415828611
EP,SBS5,50036.736611004
EP,SBS5,63113.1837637195
EP,SBS5,76700.0382757099
EP,SBS5,52291.1933772173
EP,SBS5,53029.6805697608
EP,SBS5,69677.8538032271
EP,SBS5,70404.9678657421
EP,SBS5,58995.0518171835
EP,SBS5,55272.7610184856
EP,SBS5,52047.5566555837
EP,SBS5,69466.0561172554
EP,SBS5,60599.6556889339
EP,SBS5,55214.974179244
EP,SBS5,53475.5286177492
EP,SBS5,45373.2796520656
EP,SBS5,61688.4283299997
EP,SBS5,56829.4777607992
EP,SBS5,44318.1045044034
EP,SBS5,50126.4037756237
EP,SBS5,58394.3437261024
EP,SBS5,49977.8174841157
EP,SBS5,85327.8731550551
EP,SBS5,50322.9235287653
EP,SBS5,48111.5809437152
EP,SBS5,48177.9890096785
EP,SBS5,56224.763037237
EP,SBS5,56469.0082437003
EP,SBS5,48097.0082480146
EP,SBS5,46472.2899556846
HGG,SBS5,71196.9755056545
HGG,SBS5,51240.9686474156
HGG,SBS5,55206.3541397961
HGG,SBS5,43772.1027206489
HGG,SBS5,49357.9410200549
HGG,SBS5,54996.5243396696
HGG,SBS5,47778.6828857888
HGG,SBS5,53076.6658419859
HGG,SBS5,50679.1850691563
HGG,SBS5,48273.5058497716
HGG,SBS5,56355.4571932471
HGG,SBS5,57984.7601627323
HGG,SBS5,57963.2324166683
HGG,SBS5,56557.5350006256
HGG,SBS5,60125.8964755268
HGG,SBS5,55003.1137694214
HGG,SBS5,54136.3853070471
HGG,SBS5,51412.6801272197
HGG,SBS5,48149.6043699452
HGG,SBS5,45980.9516950151
HGG,SBS5,55860.0521455421
HGG,SBS5,54828.9037016739
HGG,SBS5,55147.4846303954
HGG,SBS5,45760.5139845301
HGG,SBS5,67286.8478099023
HGG,SBS5,53451.5890411098
HGG,SBS5,51942.2738355331
HGG,SBS5,60942.2317354421
HGG,SBS5,64827.5691540925
HGG,SBS5,64103.3601908827
HGG,SBS5,61884.1652935289
HGG,SBS5,55298.949464767
HGG,SBS5,52754.8958077066
HGG,SBS5,52880.0178309138
HGG,SBS5,63588.5448731167
HGG,SBS5,54376.3560836474
HGG,SBS5,60912.6931895873
HGG,SBS5,58117.4808008812
HGG,SBS5,91016.1821440819
HGG,SBS5,65149.3423008668
HGG,SBS5,65884.287846849
HGG,SBS5,61199.0721271065
HGG,SBS5,50960.2862787023
HGG,SBS5,59269.2535880783
HGG,SBS5,74715.1028589347
HGG,SBS5,49223.7340416266
HGG,SBS5,68828.5940207253
HGG,SBS5,84829.799582877
HGG,SBS5,103618.074946869
HGG,SBS5,99887.3213010413
HGG,SBS5,89948.2972415834
HGG,SBS5,49097.5287824211
HGG,SBS5,90187.1069483468
HGG,SBS5,85109.925791314
HGG,SBS5,77373.8059569945
HGG,SBS5,56539.6425263479
HGG,SBS5,69651.4254881948
HGG,SBS5,61877.2785323687
HGG,SBS5,88948.8436403858
HGG,SBS5,86660.7638680179
HGG,SBS5,117963.758604939
HGG,SBS5,82032.0808950494
HGG,SBS5,73465.0096974708
HGG,SBS5,83005.9751598539
HGG,SBS5,53961.9238136347
HGG,SBS5,80077.308654268
HGG,SBS5,49637.1652071535
HGG,SBS5,58726.1658490618
HGG,SBS5,46841.6496102307
HGG,SBS5,56459.5176197351
HGG,SBS5,46051.7956331033
HGG,SBS5,53184.3329277673
HGG,SBS5,48081.4989043091
HGG,SBS5,60194.4375740885
Medu,SBS5,48602.63473
Neu,SBS5,42922.47938
Cav,SBS5,63291.45965
Cav,SBS5,69546.52045
Cav,SBS5,51639.01004
Dysp,SBS5,58844.30742
Med,SBS5,48602.63473
Pit,SBS5,58394.05167
Ter,SBS5,50653.757
