"File","Signature","Contribution"
"7316-1746.vcf.gz","SBS1",358573.792687384
"7316-1746.vcf.gz","SBS2",12018.5350211057
"7316-1746.vcf.gz","SBS3",0
"7316-1746.vcf.gz","SBS4",0
"7316-1746.vcf.gz","SBS5",2245160.22618047
"7316-1746.vcf.gz","SBS6",0
"7316-1746.vcf.gz","SBS7a",0
"7316-1746.vcf.gz","SBS7b",0
"7316-1746.vcf.gz","SBS7c",8440.37662579341
"7316-1746.vcf.gz","SBS7d",0
"7316-1746.vcf.gz","SBS8",0
"7316-1746.vcf.gz","SBS9",66067.8818660569
"7316-1746.vcf.gz","SBS10a",0
"7316-1746.vcf.gz","SBS10b",0
"7316-1746.vcf.gz","SBS10c",0
"7316-1746.vcf.gz","SBS10d",0
"7316-1746.vcf.gz","SBS11",0
"7316-1746.vcf.gz","SBS12",0
"7316-1746.vcf.gz","SBS13",0
"7316-1746.vcf.gz","SBS14",0
"7316-1746.vcf.gz","SBS15",0
"7316-1746.vcf.gz","SBS16",0
"7316-1746.vcf.gz","SBS17a",30200.7725571598
"7316-1746.vcf.gz","SBS17b",0
"7316-1746.vcf.gz","SBS18",0
"7316-1746.vcf.gz","SBS19",47560.9712537936
"7316-1746.vcf.gz","SBS20",11588.2319833044
"7316-1746.vcf.gz","SBS21",0
"7316-1746.vcf.gz","SBS22",0
"7316-1746.vcf.gz","SBS23",0
"7316-1746.vcf.gz","SBS24",0
"7316-1746.vcf.gz","SBS25",0
"7316-1746.vcf.gz","SBS26",472366.89444983
"7316-1746.vcf.gz","SBS28",8641.13202532256
"7316-1746.vcf.gz","SBS29",0
"7316-1746.vcf.gz","SBS30",0
"7316-1746.vcf.gz","SBS31",0
"7316-1746.vcf.gz","SBS32",218886.980976442
"7316-1746.vcf.gz","SBS33",129169.639245403
"7316-1746.vcf.gz","SBS34",27636.228762377
"7316-1746.vcf.gz","SBS35",0
"7316-1746.vcf.gz","SBS36",0
"7316-1746.vcf.gz","SBS37",27835.241914577
"7316-1746.vcf.gz","SBS38",0
"7316-1746.vcf.gz","SBS39",81024.8640166677
"7316-1746.vcf.gz","SBS40",0
"7316-1746.vcf.gz","SBS41",0
"7316-1746.vcf.gz","SBS42",0
"7316-1746.vcf.gz","SBS44",0
"7316-1746.vcf.gz","SBS84",0
"7316-1746.vcf.gz","SBS85",10098.0216602916
"7316-1746.vcf.gz","SBS86",0
"7316-1746.vcf.gz","SBS87",89292.4428630426
"7316-1746.vcf.gz","SBS88",0
"7316-1746.vcf.gz","SBS89",258091.807661118
"7316-1746.vcf.gz","SBS90",0
"7316-1746.vcf.gz","SBS91",0
"7316-1746.vcf.gz","SBS92",0
"7316-1746.vcf.gz","SBS93",0
"7316-1746.vcf.gz","SBS94",0
