"File","Signature","Contribution"
"7316-3765.vcf.gz","SBS1",352935.816956957
"7316-3765.vcf.gz","SBS2",11456.2853367812
"7316-3765.vcf.gz","SBS3",0
"7316-3765.vcf.gz","SBS4",0
"7316-3765.vcf.gz","SBS5",2203502.13270952
"7316-3765.vcf.gz","SBS6",0
"7316-3765.vcf.gz","SBS7a",0
"7316-3765.vcf.gz","SBS7b",0
"7316-3765.vcf.gz","SBS7c",8818.24660884
"7316-3765.vcf.gz","SBS7d",0
"7316-3765.vcf.gz","SBS8",0
"7316-3765.vcf.gz","SBS9",73772.4860654418
"7316-3765.vcf.gz","SBS10a",0
"7316-3765.vcf.gz","SBS10b",0
"7316-3765.vcf.gz","SBS10c",0
"7316-3765.vcf.gz","SBS10d",0
"7316-3765.vcf.gz","SBS11",0
"7316-3765.vcf.gz","SBS12",0
"7316-3765.vcf.gz","SBS13",0
"7316-3765.vcf.gz","SBS14",0
"7316-3765.vcf.gz","SBS15",0
"7316-3765.vcf.gz","SBS16",0
"7316-3765.vcf.gz","SBS17a",26944.8868675993
"7316-3765.vcf.gz","SBS17b",0
"7316-3765.vcf.gz","SBS18",0
"7316-3765.vcf.gz","SBS19",45155.6238754205
"7316-3765.vcf.gz","SBS20",11918.9055197434
"7316-3765.vcf.gz","SBS21",0
"7316-3765.vcf.gz","SBS22",0
"7316-3765.vcf.gz","SBS23",0
"7316-3765.vcf.gz","SBS24",0
"7316-3765.vcf.gz","SBS25",0
"7316-3765.vcf.gz","SBS26",472463.663722486
"7316-3765.vcf.gz","SBS28",7727.0043544296
"7316-3765.vcf.gz","SBS29",0
"7316-3765.vcf.gz","SBS30",0
"7316-3765.vcf.gz","SBS31",0
"7316-3765.vcf.gz","SBS32",220125.227896763
"7316-3765.vcf.gz","SBS33",127031.518007248
"7316-3765.vcf.gz","SBS34",27726.9266515042
"7316-3765.vcf.gz","SBS35",0
"7316-3765.vcf.gz","SBS36",0
"7316-3765.vcf.gz","SBS37",20164.7085483078
"7316-3765.vcf.gz","SBS38",0
"7316-3765.vcf.gz","SBS39",88753.6063030588
"7316-3765.vcf.gz","SBS40",0
"7316-3765.vcf.gz","SBS41",0
"7316-3765.vcf.gz","SBS42",0
"7316-3765.vcf.gz","SBS44",1613.4500325431
"7316-3765.vcf.gz","SBS84",0
"7316-3765.vcf.gz","SBS85",0
"7316-3765.vcf.gz","SBS86",0
"7316-3765.vcf.gz","SBS87",90339.2559836013
"7316-3765.vcf.gz","SBS88",0
"7316-3765.vcf.gz","SBS89",223344.150061833
"7316-3765.vcf.gz","SBS90",352.805195546132
"7316-3765.vcf.gz","SBS91",0
"7316-3765.vcf.gz","SBS92",0
"7316-3765.vcf.gz","SBS93",0
"7316-3765.vcf.gz","SBS94",0
