"File","Signature","Contribution"
"7316-2756.vcf.gz","SBS1",355749.101409862
"7316-2756.vcf.gz","SBS2",12369.048189916
"7316-2756.vcf.gz","SBS3",0
"7316-2756.vcf.gz","SBS4",0
"7316-2756.vcf.gz","SBS5",2217388.28142874
"7316-2756.vcf.gz","SBS6",0
"7316-2756.vcf.gz","SBS7a",0
"7316-2756.vcf.gz","SBS7b",0
"7316-2756.vcf.gz","SBS7c",7627.6691769811
"7316-2756.vcf.gz","SBS7d",0
"7316-2756.vcf.gz","SBS8",0
"7316-2756.vcf.gz","SBS9",74114.6712151996
"7316-2756.vcf.gz","SBS10a",0
"7316-2756.vcf.gz","SBS10b",0
"7316-2756.vcf.gz","SBS10c",0
"7316-2756.vcf.gz","SBS10d",0
"7316-2756.vcf.gz","SBS11",0
"7316-2756.vcf.gz","SBS12",0
"7316-2756.vcf.gz","SBS13",0
"7316-2756.vcf.gz","SBS14",0
"7316-2756.vcf.gz","SBS15",0
"7316-2756.vcf.gz","SBS16",0
"7316-2756.vcf.gz","SBS17a",27415.5024440956
"7316-2756.vcf.gz","SBS17b",0
"7316-2756.vcf.gz","SBS18",0
"7316-2756.vcf.gz","SBS19",45566.5998266331
"7316-2756.vcf.gz","SBS20",13836.7888664986
"7316-2756.vcf.gz","SBS21",0
"7316-2756.vcf.gz","SBS22",0
"7316-2756.vcf.gz","SBS23",0
"7316-2756.vcf.gz","SBS24",0
"7316-2756.vcf.gz","SBS25",0
"7316-2756.vcf.gz","SBS26",473494.262966928
"7316-2756.vcf.gz","SBS28",7985.01019301217
"7316-2756.vcf.gz","SBS29",0
"7316-2756.vcf.gz","SBS30",0
"7316-2756.vcf.gz","SBS31",0
"7316-2756.vcf.gz","SBS32",218798.048108333
"7316-2756.vcf.gz","SBS33",129183.59337509
"7316-2756.vcf.gz","SBS34",27202.5967809558
"7316-2756.vcf.gz","SBS35",0
"7316-2756.vcf.gz","SBS36",0
"7316-2756.vcf.gz","SBS37",18632.7879631962
"7316-2756.vcf.gz","SBS38",0
"7316-2756.vcf.gz","SBS39",91956.838407038
"7316-2756.vcf.gz","SBS40",0
"7316-2756.vcf.gz","SBS41",0
"7316-2756.vcf.gz","SBS42",0
"7316-2756.vcf.gz","SBS44",662.806845286008
"7316-2756.vcf.gz","SBS84",0
"7316-2756.vcf.gz","SBS85",0
"7316-2756.vcf.gz","SBS86",0
"7316-2756.vcf.gz","SBS87",87958.423694815
"7316-2756.vcf.gz","SBS88",0
"7316-2756.vcf.gz","SBS89",215809.994875333
"7316-2756.vcf.gz","SBS90",1488.9771312029
"7316-2756.vcf.gz","SBS91",0
"7316-2756.vcf.gz","SBS92",0
"7316-2756.vcf.gz","SBS93",0
"7316-2756.vcf.gz","SBS94",0
