"File","Signature","Contribution"
"7316-1106.vcf.gz","SBS1",349229.7621059
"7316-1106.vcf.gz","SBS2",12917.6814789844
"7316-1106.vcf.gz","SBS3",0
"7316-1106.vcf.gz","SBS4",0
"7316-1106.vcf.gz","SBS5",2175631.80599842
"7316-1106.vcf.gz","SBS6",0
"7316-1106.vcf.gz","SBS7a",0
"7316-1106.vcf.gz","SBS7b",0
"7316-1106.vcf.gz","SBS7c",6104.32960443846
"7316-1106.vcf.gz","SBS7d",0
"7316-1106.vcf.gz","SBS8",0
"7316-1106.vcf.gz","SBS9",64774.008459394
"7316-1106.vcf.gz","SBS10a",0
"7316-1106.vcf.gz","SBS10b",0
"7316-1106.vcf.gz","SBS10c",0
"7316-1106.vcf.gz","SBS10d",0
"7316-1106.vcf.gz","SBS11",0
"7316-1106.vcf.gz","SBS12",0
"7316-1106.vcf.gz","SBS13",0
"7316-1106.vcf.gz","SBS14",0
"7316-1106.vcf.gz","SBS15",0
"7316-1106.vcf.gz","SBS16",0
"7316-1106.vcf.gz","SBS17a",29990.2196296428
"7316-1106.vcf.gz","SBS17b",0
"7316-1106.vcf.gz","SBS18",0
"7316-1106.vcf.gz","SBS19",47838.1553487067
"7316-1106.vcf.gz","SBS20",12613.101343157
"7316-1106.vcf.gz","SBS21",0
"7316-1106.vcf.gz","SBS22",0
"7316-1106.vcf.gz","SBS23",0
"7316-1106.vcf.gz","SBS24",0
"7316-1106.vcf.gz","SBS25",0
"7316-1106.vcf.gz","SBS26",462245.909002669
"7316-1106.vcf.gz","SBS28",8394.76940072982
"7316-1106.vcf.gz","SBS29",0
"7316-1106.vcf.gz","SBS30",0
"7316-1106.vcf.gz","SBS31",0
"7316-1106.vcf.gz","SBS32",217731.626714447
"7316-1106.vcf.gz","SBS33",127603.043294835
"7316-1106.vcf.gz","SBS34",26656.8541586215
"7316-1106.vcf.gz","SBS35",0
"7316-1106.vcf.gz","SBS36",0
"7316-1106.vcf.gz","SBS37",25760.4805786116
"7316-1106.vcf.gz","SBS38",0
"7316-1106.vcf.gz","SBS39",86771.7996495128
"7316-1106.vcf.gz","SBS40",0
"7316-1106.vcf.gz","SBS41",0
"7316-1106.vcf.gz","SBS42",0
"7316-1106.vcf.gz","SBS44",0
"7316-1106.vcf.gz","SBS84",0
"7316-1106.vcf.gz","SBS85",16900.9094170155
"7316-1106.vcf.gz","SBS86",0
"7316-1106.vcf.gz","SBS87",88078.3496025642
"7316-1106.vcf.gz","SBS88",0
"7316-1106.vcf.gz","SBS89",244819.52304772
"7316-1106.vcf.gz","SBS90",0
"7316-1106.vcf.gz","SBS91",0
"7316-1106.vcf.gz","SBS92",0
"7316-1106.vcf.gz","SBS93",0
"7316-1106.vcf.gz","SBS94",0
