"File","Signature","Contribution"
"7316-1656.vcf.gz","SBS1",352529.035825039
"7316-1656.vcf.gz","SBS2",12694.081854713
"7316-1656.vcf.gz","SBS3",0
"7316-1656.vcf.gz","SBS4",0
"7316-1656.vcf.gz","SBS5",2195560.61684895
"7316-1656.vcf.gz","SBS6",0
"7316-1656.vcf.gz","SBS7a",0
"7316-1656.vcf.gz","SBS7b",0
"7316-1656.vcf.gz","SBS7c",7875.44395378648
"7316-1656.vcf.gz","SBS7d",0
"7316-1656.vcf.gz","SBS8",0
"7316-1656.vcf.gz","SBS9",65211.4475128372
"7316-1656.vcf.gz","SBS10a",0
"7316-1656.vcf.gz","SBS10b",0
"7316-1656.vcf.gz","SBS10c",0
"7316-1656.vcf.gz","SBS10d",0
"7316-1656.vcf.gz","SBS11",0
"7316-1656.vcf.gz","SBS12",0
"7316-1656.vcf.gz","SBS13",0
"7316-1656.vcf.gz","SBS14",0
"7316-1656.vcf.gz","SBS15",0
"7316-1656.vcf.gz","SBS16",0
"7316-1656.vcf.gz","SBS17a",29566.7839864911
"7316-1656.vcf.gz","SBS17b",0
"7316-1656.vcf.gz","SBS18",0
"7316-1656.vcf.gz","SBS19",48948.5306711175
"7316-1656.vcf.gz","SBS20",11030.1649294118
"7316-1656.vcf.gz","SBS21",0
"7316-1656.vcf.gz","SBS22",0
"7316-1656.vcf.gz","SBS23",0
"7316-1656.vcf.gz","SBS24",0
"7316-1656.vcf.gz","SBS25",0
"7316-1656.vcf.gz","SBS26",467795.907214086
"7316-1656.vcf.gz","SBS28",8586.65157529209
"7316-1656.vcf.gz","SBS29",0
"7316-1656.vcf.gz","SBS30",0
"7316-1656.vcf.gz","SBS31",0
"7316-1656.vcf.gz","SBS32",216996.445873072
"7316-1656.vcf.gz","SBS33",128041.032874541
"7316-1656.vcf.gz","SBS34",27365.074695766
"7316-1656.vcf.gz","SBS35",0
"7316-1656.vcf.gz","SBS36",0
"7316-1656.vcf.gz","SBS37",28347.6682326089
"7316-1656.vcf.gz","SBS38",0
"7316-1656.vcf.gz","SBS39",82887.0237267889
"7316-1656.vcf.gz","SBS40",0
"7316-1656.vcf.gz","SBS41",0
"7316-1656.vcf.gz","SBS42",0
"7316-1656.vcf.gz","SBS44",959.343837343348
"7316-1656.vcf.gz","SBS84",0
"7316-1656.vcf.gz","SBS85",13109.9151019324
"7316-1656.vcf.gz","SBS86",0
"7316-1656.vcf.gz","SBS87",90581.5539828831
"7316-1656.vcf.gz","SBS88",0
"7316-1656.vcf.gz","SBS89",253342.67595094
"7316-1656.vcf.gz","SBS90",0
"7316-1656.vcf.gz","SBS91",0
"7316-1656.vcf.gz","SBS92",0
"7316-1656.vcf.gz","SBS93",0
"7316-1656.vcf.gz","SBS94",0
