"File","Signature","Contribution"
"7316-2140.vcf.gz","SBS1",350437.185556374
"7316-2140.vcf.gz","SBS2",13708.7183167188
"7316-2140.vcf.gz","SBS3",0
"7316-2140.vcf.gz","SBS4",0
"7316-2140.vcf.gz","SBS5",2173158.84947607
"7316-2140.vcf.gz","SBS6",0
"7316-2140.vcf.gz","SBS7a",0
"7316-2140.vcf.gz","SBS7b",0
"7316-2140.vcf.gz","SBS7c",8469.14318119533
"7316-2140.vcf.gz","SBS7d",0
"7316-2140.vcf.gz","SBS8",0
"7316-2140.vcf.gz","SBS9",66805.9660136358
"7316-2140.vcf.gz","SBS10a",0
"7316-2140.vcf.gz","SBS10b",0
"7316-2140.vcf.gz","SBS10c",0
"7316-2140.vcf.gz","SBS10d",0
"7316-2140.vcf.gz","SBS11",0
"7316-2140.vcf.gz","SBS12",0
"7316-2140.vcf.gz","SBS13",0
"7316-2140.vcf.gz","SBS14",0
"7316-2140.vcf.gz","SBS15",0
"7316-2140.vcf.gz","SBS16",0
"7316-2140.vcf.gz","SBS17a",29191.8211492438
"7316-2140.vcf.gz","SBS17b",0
"7316-2140.vcf.gz","SBS18",0
"7316-2140.vcf.gz","SBS19",47338.2004652689
"7316-2140.vcf.gz","SBS20",12512.5622630074
"7316-2140.vcf.gz","SBS21",0
"7316-2140.vcf.gz","SBS22",0
"7316-2140.vcf.gz","SBS23",0
"7316-2140.vcf.gz","SBS24",0
"7316-2140.vcf.gz","SBS25",0
"7316-2140.vcf.gz","SBS26",467291.497953382
"7316-2140.vcf.gz","SBS28",7730.67366003918
"7316-2140.vcf.gz","SBS29",0
"7316-2140.vcf.gz","SBS30",0
"7316-2140.vcf.gz","SBS31",0
"7316-2140.vcf.gz","SBS32",218926.061884776
"7316-2140.vcf.gz","SBS33",126445.668783987
"7316-2140.vcf.gz","SBS34",27881.4144776567
"7316-2140.vcf.gz","SBS35",0
"7316-2140.vcf.gz","SBS36",0
"7316-2140.vcf.gz","SBS37",27473.8501237681
"7316-2140.vcf.gz","SBS38",0
"7316-2140.vcf.gz","SBS39",88221.399405038
"7316-2140.vcf.gz","SBS40",0
"7316-2140.vcf.gz","SBS41",0
"7316-2140.vcf.gz","SBS42",0
"7316-2140.vcf.gz","SBS44",0
"7316-2140.vcf.gz","SBS84",0
"7316-2140.vcf.gz","SBS85",8418.41256194734
"7316-2140.vcf.gz","SBS86",0
"7316-2140.vcf.gz","SBS87",88800.5670919803
"7316-2140.vcf.gz","SBS88",0
"7316-2140.vcf.gz","SBS89",244260.550489079
"7316-2140.vcf.gz","SBS90",0
"7316-2140.vcf.gz","SBS91",0
"7316-2140.vcf.gz","SBS92",0
"7316-2140.vcf.gz","SBS93",0
"7316-2140.vcf.gz","SBS94",0
