"File","Signature","Contribution"
"7316-4723.vcf.gz","SBS1",353508.776093737
"7316-4723.vcf.gz","SBS2",13960.8646952103
"7316-4723.vcf.gz","SBS3",0
"7316-4723.vcf.gz","SBS4",0
"7316-4723.vcf.gz","SBS5",2213000.88582763
"7316-4723.vcf.gz","SBS6",0
"7316-4723.vcf.gz","SBS7a",0
"7316-4723.vcf.gz","SBS7b",0
"7316-4723.vcf.gz","SBS7c",8806.97188266867
"7316-4723.vcf.gz","SBS7d",0
"7316-4723.vcf.gz","SBS8",0
"7316-4723.vcf.gz","SBS9",79678.3305134639
"7316-4723.vcf.gz","SBS10a",0
"7316-4723.vcf.gz","SBS10b",0
"7316-4723.vcf.gz","SBS10c",0
"7316-4723.vcf.gz","SBS10d",0
"7316-4723.vcf.gz","SBS11",0
"7316-4723.vcf.gz","SBS12",0
"7316-4723.vcf.gz","SBS13",0
"7316-4723.vcf.gz","SBS14",0
"7316-4723.vcf.gz","SBS15",0
"7316-4723.vcf.gz","SBS16",0
"7316-4723.vcf.gz","SBS17a",29262.5961692368
"7316-4723.vcf.gz","SBS17b",0
"7316-4723.vcf.gz","SBS18",0
"7316-4723.vcf.gz","SBS19",46659.9470227301
"7316-4723.vcf.gz","SBS20",11900.8478991357
"7316-4723.vcf.gz","SBS21",0
"7316-4723.vcf.gz","SBS22",0
"7316-4723.vcf.gz","SBS23",0
"7316-4723.vcf.gz","SBS24",0
"7316-4723.vcf.gz","SBS25",0
"7316-4723.vcf.gz","SBS26",473532.485461176
"7316-4723.vcf.gz","SBS28",6823.19397511322
"7316-4723.vcf.gz","SBS29",0
"7316-4723.vcf.gz","SBS30",0
"7316-4723.vcf.gz","SBS31",0
"7316-4723.vcf.gz","SBS32",218429.966588771
"7316-4723.vcf.gz","SBS33",127600.821758662
"7316-4723.vcf.gz","SBS34",26688.9469937003
"7316-4723.vcf.gz","SBS35",0
"7316-4723.vcf.gz","SBS36",0
"7316-4723.vcf.gz","SBS37",11615.705247034
"7316-4723.vcf.gz","SBS38",0
"7316-4723.vcf.gz","SBS39",86657.2017438312
"7316-4723.vcf.gz","SBS40",0
"7316-4723.vcf.gz","SBS41",0
"7316-4723.vcf.gz","SBS42",0
"7316-4723.vcf.gz","SBS44",0
"7316-4723.vcf.gz","SBS84",0
"7316-4723.vcf.gz","SBS85",3642.41016733965
"7316-4723.vcf.gz","SBS86",0
"7316-4723.vcf.gz","SBS87",89827.2702280769
"7316-4723.vcf.gz","SBS88",0
"7316-4723.vcf.gz","SBS89",244215.619921328
"7316-4723.vcf.gz","SBS90",858.714696289272
"7316-4723.vcf.gz","SBS91",0
"7316-4723.vcf.gz","SBS92",0
"7316-4723.vcf.gz","SBS93",0
"7316-4723.vcf.gz","SBS94",0
