"File","Signature","Contribution"
"7316-2152.vcf.gz","SBS1",354695.201477295
"7316-2152.vcf.gz","SBS2",12658.5258528184
"7316-2152.vcf.gz","SBS3",0
"7316-2152.vcf.gz","SBS4",0
"7316-2152.vcf.gz","SBS5",2197130.59175529
"7316-2152.vcf.gz","SBS6",0
"7316-2152.vcf.gz","SBS7a",0
"7316-2152.vcf.gz","SBS7b",0
"7316-2152.vcf.gz","SBS7c",7705.64880128794
"7316-2152.vcf.gz","SBS7d",0
"7316-2152.vcf.gz","SBS8",0
"7316-2152.vcf.gz","SBS9",66263.6882683262
"7316-2152.vcf.gz","SBS10a",0
"7316-2152.vcf.gz","SBS10b",0
"7316-2152.vcf.gz","SBS10c",0
"7316-2152.vcf.gz","SBS10d",0
"7316-2152.vcf.gz","SBS11",0
"7316-2152.vcf.gz","SBS12",0
"7316-2152.vcf.gz","SBS13",0
"7316-2152.vcf.gz","SBS14",0
"7316-2152.vcf.gz","SBS15",0
"7316-2152.vcf.gz","SBS16",0
"7316-2152.vcf.gz","SBS17a",30491.643782444
"7316-2152.vcf.gz","SBS17b",0
"7316-2152.vcf.gz","SBS18",0
"7316-2152.vcf.gz","SBS19",48725.5991142265
"7316-2152.vcf.gz","SBS20",11012.4043103548
"7316-2152.vcf.gz","SBS21",0
"7316-2152.vcf.gz","SBS22",0
"7316-2152.vcf.gz","SBS23",0
"7316-2152.vcf.gz","SBS24",0
"7316-2152.vcf.gz","SBS25",0
"7316-2152.vcf.gz","SBS26",471391.776981211
"7316-2152.vcf.gz","SBS28",9036.76232108185
"7316-2152.vcf.gz","SBS29",0
"7316-2152.vcf.gz","SBS30",0
"7316-2152.vcf.gz","SBS31",0
"7316-2152.vcf.gz","SBS32",218471.359980515
"7316-2152.vcf.gz","SBS33",128202.631417618
"7316-2152.vcf.gz","SBS34",27170.2385172972
"7316-2152.vcf.gz","SBS35",0
"7316-2152.vcf.gz","SBS36",0
"7316-2152.vcf.gz","SBS37",24411.0301826749
"7316-2152.vcf.gz","SBS38",0
"7316-2152.vcf.gz","SBS39",86052.0397039673
"7316-2152.vcf.gz","SBS40",0
"7316-2152.vcf.gz","SBS41",0
"7316-2152.vcf.gz","SBS42",0
"7316-2152.vcf.gz","SBS44",924.110838857063
"7316-2152.vcf.gz","SBS84",0
"7316-2152.vcf.gz","SBS85",13384.4222989037
"7316-2152.vcf.gz","SBS86",0
"7316-2152.vcf.gz","SBS87",89636.1268003731
"7316-2152.vcf.gz","SBS88",0
"7316-2152.vcf.gz","SBS89",255958.99180908
"7316-2152.vcf.gz","SBS90",0
"7316-2152.vcf.gz","SBS91",0
"7316-2152.vcf.gz","SBS92",0
"7316-2152.vcf.gz","SBS93",0
"7316-2152.vcf.gz","SBS94",0
