"File","Signature","Contribution"
"7316-114.vcf.gz","SBS1",353981.907213638
"7316-114.vcf.gz","SBS2",12998.5334328006
"7316-114.vcf.gz","SBS3",0
"7316-114.vcf.gz","SBS4",0
"7316-114.vcf.gz","SBS5",2211281.72349878
"7316-114.vcf.gz","SBS6",0
"7316-114.vcf.gz","SBS7a",0
"7316-114.vcf.gz","SBS7b",0
"7316-114.vcf.gz","SBS7c",9169.10506683988
"7316-114.vcf.gz","SBS7d",0
"7316-114.vcf.gz","SBS8",0
"7316-114.vcf.gz","SBS9",67400.4486035726
"7316-114.vcf.gz","SBS10a",0
"7316-114.vcf.gz","SBS10b",0
"7316-114.vcf.gz","SBS10c",0
"7316-114.vcf.gz","SBS10d",0
"7316-114.vcf.gz","SBS11",0
"7316-114.vcf.gz","SBS12",0
"7316-114.vcf.gz","SBS13",0
"7316-114.vcf.gz","SBS14",0
"7316-114.vcf.gz","SBS15",0
"7316-114.vcf.gz","SBS16",0
"7316-114.vcf.gz","SBS17a",30219.316360781
"7316-114.vcf.gz","SBS17b",0
"7316-114.vcf.gz","SBS18",0
"7316-114.vcf.gz","SBS19",47460.6271072498
"7316-114.vcf.gz","SBS20",11809.8300146802
"7316-114.vcf.gz","SBS21",0
"7316-114.vcf.gz","SBS22",0
"7316-114.vcf.gz","SBS23",0
"7316-114.vcf.gz","SBS24",0
"7316-114.vcf.gz","SBS25",0
"7316-114.vcf.gz","SBS26",466219.286316727
"7316-114.vcf.gz","SBS28",7916.30131916908
"7316-114.vcf.gz","SBS29",0
"7316-114.vcf.gz","SBS30",0
"7316-114.vcf.gz","SBS31",0
"7316-114.vcf.gz","SBS32",218550.248030268
"7316-114.vcf.gz","SBS33",128514.760632271
"7316-114.vcf.gz","SBS34",27142.44178061
"7316-114.vcf.gz","SBS35",0
"7316-114.vcf.gz","SBS36",0
"7316-114.vcf.gz","SBS37",33035.6678811219
"7316-114.vcf.gz","SBS38",0
"7316-114.vcf.gz","SBS39",83772.3901330356
"7316-114.vcf.gz","SBS40",0
"7316-114.vcf.gz","SBS41",0
"7316-114.vcf.gz","SBS42",0
"7316-114.vcf.gz","SBS44",841.939414383711
"7316-114.vcf.gz","SBS84",0
"7316-114.vcf.gz","SBS85",10937.0220243376
"7316-114.vcf.gz","SBS86",0
"7316-114.vcf.gz","SBS87",89220.7342709543
"7316-114.vcf.gz","SBS88",0
"7316-114.vcf.gz","SBS89",254673.814762916
"7316-114.vcf.gz","SBS90",0
"7316-114.vcf.gz","SBS91",0
"7316-114.vcf.gz","SBS92",0
"7316-114.vcf.gz","SBS93",0
"7316-114.vcf.gz","SBS94",0
