"File","Signature","Contribution"
"7316-1946.vcf.gz","SBS1",353760.768178797
"7316-1946.vcf.gz","SBS2",11319.016971136
"7316-1946.vcf.gz","SBS3",0
"7316-1946.vcf.gz","SBS4",0
"7316-1946.vcf.gz","SBS5",2211203.24790069
"7316-1946.vcf.gz","SBS6",0
"7316-1946.vcf.gz","SBS7a",0
"7316-1946.vcf.gz","SBS7b",0
"7316-1946.vcf.gz","SBS7c",9877.16034750558
"7316-1946.vcf.gz","SBS7d",0
"7316-1946.vcf.gz","SBS8",0
"7316-1946.vcf.gz","SBS9",71164.631877689
"7316-1946.vcf.gz","SBS10a",0
"7316-1946.vcf.gz","SBS10b",0
"7316-1946.vcf.gz","SBS10c",0
"7316-1946.vcf.gz","SBS10d",0
"7316-1946.vcf.gz","SBS11",0
"7316-1946.vcf.gz","SBS12",0
"7316-1946.vcf.gz","SBS13",0
"7316-1946.vcf.gz","SBS14",0
"7316-1946.vcf.gz","SBS15",0
"7316-1946.vcf.gz","SBS16",0
"7316-1946.vcf.gz","SBS17a",27344.1371797037
"7316-1946.vcf.gz","SBS17b",0
"7316-1946.vcf.gz","SBS18",0
"7316-1946.vcf.gz","SBS19",47100.809795772
"7316-1946.vcf.gz","SBS20",13141.3282361357
"7316-1946.vcf.gz","SBS21",0
"7316-1946.vcf.gz","SBS22",0
"7316-1946.vcf.gz","SBS23",0
"7316-1946.vcf.gz","SBS24",0
"7316-1946.vcf.gz","SBS25",0
"7316-1946.vcf.gz","SBS26",469794.384179932
"7316-1946.vcf.gz","SBS28",7745.40224663267
"7316-1946.vcf.gz","SBS29",0
"7316-1946.vcf.gz","SBS30",0
"7316-1946.vcf.gz","SBS31",0
"7316-1946.vcf.gz","SBS32",219219.704775066
"7316-1946.vcf.gz","SBS33",128159.270216006
"7316-1946.vcf.gz","SBS34",27522.7429098611
"7316-1946.vcf.gz","SBS35",0
"7316-1946.vcf.gz","SBS36",0
"7316-1946.vcf.gz","SBS37",26127.7632046565
"7316-1946.vcf.gz","SBS38",0
"7316-1946.vcf.gz","SBS39",92386.5829872739
"7316-1946.vcf.gz","SBS40",0
"7316-1946.vcf.gz","SBS41",0
"7316-1946.vcf.gz","SBS42",0
"7316-1946.vcf.gz","SBS44",0
"7316-1946.vcf.gz","SBS84",0
"7316-1946.vcf.gz","SBS85",924.461544292004
"7316-1946.vcf.gz","SBS86",0
"7316-1946.vcf.gz","SBS87",88438.1008392404
"7316-1946.vcf.gz","SBS88",0
"7316-1946.vcf.gz","SBS89",221031.875548771
"7316-1946.vcf.gz","SBS90",873.860384078204
"7316-1946.vcf.gz","SBS91",0
"7316-1946.vcf.gz","SBS92",0
"7316-1946.vcf.gz","SBS93",0
"7316-1946.vcf.gz","SBS94",0
