"File","Signature","Contribution"
"7316-4347.vcf.gz","SBS1",347066.53308295
"7316-4347.vcf.gz","SBS2",11955.7034626681
"7316-4347.vcf.gz","SBS3",0
"7316-4347.vcf.gz","SBS4",0
"7316-4347.vcf.gz","SBS5",2165748.5566487
"7316-4347.vcf.gz","SBS6",0
"7316-4347.vcf.gz","SBS7a",0
"7316-4347.vcf.gz","SBS7b",0
"7316-4347.vcf.gz","SBS7c",7322.73609193946
"7316-4347.vcf.gz","SBS7d",0
"7316-4347.vcf.gz","SBS8",0
"7316-4347.vcf.gz","SBS9",73010.3602499126
"7316-4347.vcf.gz","SBS10a",0
"7316-4347.vcf.gz","SBS10b",0
"7316-4347.vcf.gz","SBS10c",0
"7316-4347.vcf.gz","SBS10d",0
"7316-4347.vcf.gz","SBS11",0
"7316-4347.vcf.gz","SBS12",0
"7316-4347.vcf.gz","SBS13",0
"7316-4347.vcf.gz","SBS14",0
"7316-4347.vcf.gz","SBS15",0
"7316-4347.vcf.gz","SBS16",0
"7316-4347.vcf.gz","SBS17a",27921.1744631401
"7316-4347.vcf.gz","SBS17b",0
"7316-4347.vcf.gz","SBS18",0
"7316-4347.vcf.gz","SBS19",46471.3694317584
"7316-4347.vcf.gz","SBS20",13967.8099141425
"7316-4347.vcf.gz","SBS21",0
"7316-4347.vcf.gz","SBS22",0
"7316-4347.vcf.gz","SBS23",0
"7316-4347.vcf.gz","SBS24",0
"7316-4347.vcf.gz","SBS25",0
"7316-4347.vcf.gz","SBS26",468331.297638455
"7316-4347.vcf.gz","SBS28",6985.89336048525
"7316-4347.vcf.gz","SBS29",0
"7316-4347.vcf.gz","SBS30",0
"7316-4347.vcf.gz","SBS31",0
"7316-4347.vcf.gz","SBS32",218915.954777635
"7316-4347.vcf.gz","SBS33",126445.041042536
"7316-4347.vcf.gz","SBS34",27730.4904048962
"7316-4347.vcf.gz","SBS35",0
"7316-4347.vcf.gz","SBS36",0
"7316-4347.vcf.gz","SBS37",17851.7010197386
"7316-4347.vcf.gz","SBS38",0
"7316-4347.vcf.gz","SBS39",96934.4343076232
"7316-4347.vcf.gz","SBS40",0
"7316-4347.vcf.gz","SBS41",0
"7316-4347.vcf.gz","SBS42",0
"7316-4347.vcf.gz","SBS44",0
"7316-4347.vcf.gz","SBS84",0
"7316-4347.vcf.gz","SBS85",0
"7316-4347.vcf.gz","SBS86",0
"7316-4347.vcf.gz","SBS87",87902.0852514668
"7316-4347.vcf.gz","SBS88",0
"7316-4347.vcf.gz","SBS89",210548.343585356
"7316-4347.vcf.gz","SBS90",774.036000583883
"7316-4347.vcf.gz","SBS91",0
"7316-4347.vcf.gz","SBS92",0
"7316-4347.vcf.gz","SBS93",0
"7316-4347.vcf.gz","SBS94",0
