"File","Signature","Contribution"
"7316-89.vcf.gz","SBS1",350648.196525417
"7316-89.vcf.gz","SBS2",13290.3456022289
"7316-89.vcf.gz","SBS3",0
"7316-89.vcf.gz","SBS4",0
"7316-89.vcf.gz","SBS5",2186195.00155172
"7316-89.vcf.gz","SBS6",0
"7316-89.vcf.gz","SBS7a",0
"7316-89.vcf.gz","SBS7b",0
"7316-89.vcf.gz","SBS7c",7512.74403694655
"7316-89.vcf.gz","SBS7d",0
"7316-89.vcf.gz","SBS8",0
"7316-89.vcf.gz","SBS9",66144.0206779576
"7316-89.vcf.gz","SBS10a",0
"7316-89.vcf.gz","SBS10b",0
"7316-89.vcf.gz","SBS10c",0
"7316-89.vcf.gz","SBS10d",0
"7316-89.vcf.gz","SBS11",0
"7316-89.vcf.gz","SBS12",0
"7316-89.vcf.gz","SBS13",0
"7316-89.vcf.gz","SBS14",0
"7316-89.vcf.gz","SBS15",0
"7316-89.vcf.gz","SBS16",0
"7316-89.vcf.gz","SBS17a",29562.8000160226
"7316-89.vcf.gz","SBS17b",0
"7316-89.vcf.gz","SBS18",0
"7316-89.vcf.gz","SBS19",46076.8611573741
"7316-89.vcf.gz","SBS20",11795.1898954928
"7316-89.vcf.gz","SBS21",0
"7316-89.vcf.gz","SBS22",0
"7316-89.vcf.gz","SBS23",0
"7316-89.vcf.gz","SBS24",0
"7316-89.vcf.gz","SBS25",0
"7316-89.vcf.gz","SBS26",464832.90636555
"7316-89.vcf.gz","SBS28",7788.76852281804
"7316-89.vcf.gz","SBS29",0
"7316-89.vcf.gz","SBS30",0
"7316-89.vcf.gz","SBS31",0
"7316-89.vcf.gz","SBS32",219294.773864465
"7316-89.vcf.gz","SBS33",127450.997802093
"7316-89.vcf.gz","SBS34",28053.061497923
"7316-89.vcf.gz","SBS35",0
"7316-89.vcf.gz","SBS36",0
"7316-89.vcf.gz","SBS37",27971.8123771397
"7316-89.vcf.gz","SBS38",0
"7316-89.vcf.gz","SBS39",82118.2232109513
"7316-89.vcf.gz","SBS40",0
"7316-89.vcf.gz","SBS41",0
"7316-89.vcf.gz","SBS42",0
"7316-89.vcf.gz","SBS44",1350.21217833738
"7316-89.vcf.gz","SBS84",0
"7316-89.vcf.gz","SBS85",11035.9527582916
"7316-89.vcf.gz","SBS86",0
"7316-89.vcf.gz","SBS87",90204.9491466262
"7316-89.vcf.gz","SBS88",0
"7316-89.vcf.gz","SBS89",246630.054231759
"7316-89.vcf.gz","SBS90",0
"7316-89.vcf.gz","SBS91",0
"7316-89.vcf.gz","SBS92",0
"7316-89.vcf.gz","SBS93",0
"7316-89.vcf.gz","SBS94",0
