"File","Signature","Contribution"
"7316-195.vcf.gz","SBS1",353916.109123215
"7316-195.vcf.gz","SBS2",12403.1758155073
"7316-195.vcf.gz","SBS3",0
"7316-195.vcf.gz","SBS4",0
"7316-195.vcf.gz","SBS5",2207518.92499179
"7316-195.vcf.gz","SBS6",0
"7316-195.vcf.gz","SBS7a",0
"7316-195.vcf.gz","SBS7b",0
"7316-195.vcf.gz","SBS7c",8084.07425837499
"7316-195.vcf.gz","SBS7d",0
"7316-195.vcf.gz","SBS8",0
"7316-195.vcf.gz","SBS9",65434.9368565562
"7316-195.vcf.gz","SBS10a",0
"7316-195.vcf.gz","SBS10b",0
"7316-195.vcf.gz","SBS10c",0
"7316-195.vcf.gz","SBS10d",0
"7316-195.vcf.gz","SBS11",0
"7316-195.vcf.gz","SBS12",0
"7316-195.vcf.gz","SBS13",0
"7316-195.vcf.gz","SBS14",0
"7316-195.vcf.gz","SBS15",0
"7316-195.vcf.gz","SBS16",0
"7316-195.vcf.gz","SBS17a",29337.0350813881
"7316-195.vcf.gz","SBS17b",0
"7316-195.vcf.gz","SBS18",0
"7316-195.vcf.gz","SBS19",46166.0772539038
"7316-195.vcf.gz","SBS20",11918.528096697
"7316-195.vcf.gz","SBS21",0
"7316-195.vcf.gz","SBS22",0
"7316-195.vcf.gz","SBS23",0
"7316-195.vcf.gz","SBS24",0
"7316-195.vcf.gz","SBS25",0
"7316-195.vcf.gz","SBS26",468699.154241008
"7316-195.vcf.gz","SBS28",8374.93318751288
"7316-195.vcf.gz","SBS29",0
"7316-195.vcf.gz","SBS30",0
"7316-195.vcf.gz","SBS31",0
"7316-195.vcf.gz","SBS32",220244.626878791
"7316-195.vcf.gz","SBS33",128253.089614627
"7316-195.vcf.gz","SBS34",27925.3769025422
"7316-195.vcf.gz","SBS35",0
"7316-195.vcf.gz","SBS36",0
"7316-195.vcf.gz","SBS37",26263.7221979182
"7316-195.vcf.gz","SBS38",0
"7316-195.vcf.gz","SBS39",82447.0924040205
"7316-195.vcf.gz","SBS40",0
"7316-195.vcf.gz","SBS41",0
"7316-195.vcf.gz","SBS42",0
"7316-195.vcf.gz","SBS44",880.727962916375
"7316-195.vcf.gz","SBS84",0
"7316-195.vcf.gz","SBS85",7367.25720356326
"7316-195.vcf.gz","SBS86",0
"7316-195.vcf.gz","SBS87",89662.5603201049
"7316-195.vcf.gz","SBS88",0
"7316-195.vcf.gz","SBS89",241641.141641542
"7316-195.vcf.gz","SBS90",0
"7316-195.vcf.gz","SBS91",0
"7316-195.vcf.gz","SBS92",0
"7316-195.vcf.gz","SBS93",0
"7316-195.vcf.gz","SBS94",0
