"File","Signature","Contribution"
"7316-903.vcf.gz","SBS1",352223.705989402
"7316-903.vcf.gz","SBS2",12587.8432251637
"7316-903.vcf.gz","SBS3",0
"7316-903.vcf.gz","SBS4",0
"7316-903.vcf.gz","SBS5",2186300.72406618
"7316-903.vcf.gz","SBS6",0
"7316-903.vcf.gz","SBS7a",0
"7316-903.vcf.gz","SBS7b",0
"7316-903.vcf.gz","SBS7c",8148.4860459357
"7316-903.vcf.gz","SBS7d",0
"7316-903.vcf.gz","SBS8",0
"7316-903.vcf.gz","SBS9",65059.7919869235
"7316-903.vcf.gz","SBS10a",0
"7316-903.vcf.gz","SBS10b",0
"7316-903.vcf.gz","SBS10c",0
"7316-903.vcf.gz","SBS10d",0
"7316-903.vcf.gz","SBS11",0
"7316-903.vcf.gz","SBS12",0
"7316-903.vcf.gz","SBS13",0
"7316-903.vcf.gz","SBS14",0
"7316-903.vcf.gz","SBS15",0
"7316-903.vcf.gz","SBS16",0
"7316-903.vcf.gz","SBS17a",29410.6307224506
"7316-903.vcf.gz","SBS17b",0
"7316-903.vcf.gz","SBS18",0
"7316-903.vcf.gz","SBS19",47400.418739269
"7316-903.vcf.gz","SBS20",11124.1556116127
"7316-903.vcf.gz","SBS21",0
"7316-903.vcf.gz","SBS22",0
"7316-903.vcf.gz","SBS23",0
"7316-903.vcf.gz","SBS24",0
"7316-903.vcf.gz","SBS25",0
"7316-903.vcf.gz","SBS26",469733.163642035
"7316-903.vcf.gz","SBS28",9037.76623512434
"7316-903.vcf.gz","SBS29",0
"7316-903.vcf.gz","SBS30",0
"7316-903.vcf.gz","SBS31",0
"7316-903.vcf.gz","SBS32",216875.9714322
"7316-903.vcf.gz","SBS33",127398.377260408
"7316-903.vcf.gz","SBS34",27364.3552375881
"7316-903.vcf.gz","SBS35",0
"7316-903.vcf.gz","SBS36",0
"7316-903.vcf.gz","SBS37",24945.6504201832
"7316-903.vcf.gz","SBS38",0
"7316-903.vcf.gz","SBS39",83215.8421402102
"7316-903.vcf.gz","SBS40",0
"7316-903.vcf.gz","SBS41",0
"7316-903.vcf.gz","SBS42",0
"7316-903.vcf.gz","SBS44",2748.77877885931
"7316-903.vcf.gz","SBS84",0
"7316-903.vcf.gz","SBS85",8002.04277868158
"7316-903.vcf.gz","SBS86",0
"7316-903.vcf.gz","SBS87",88892.6534845793
"7316-903.vcf.gz","SBS88",0
"7316-903.vcf.gz","SBS89",251553.996563343
"7316-903.vcf.gz","SBS90",0
"7316-903.vcf.gz","SBS91",0
"7316-903.vcf.gz","SBS92",0
"7316-903.vcf.gz","SBS93",0
"7316-903.vcf.gz","SBS94",0
