"File","Signature","Contribution"
"7316-4293.vcf.gz","SBS1",355434.593461356
"7316-4293.vcf.gz","SBS2",12471.1229484041
"7316-4293.vcf.gz","SBS3",0
"7316-4293.vcf.gz","SBS4",0
"7316-4293.vcf.gz","SBS5",2202655.86369289
"7316-4293.vcf.gz","SBS6",0
"7316-4293.vcf.gz","SBS7a",0
"7316-4293.vcf.gz","SBS7b",0
"7316-4293.vcf.gz","SBS7c",7590.1366708341
"7316-4293.vcf.gz","SBS7d",0
"7316-4293.vcf.gz","SBS8",0
"7316-4293.vcf.gz","SBS9",73445.3697579875
"7316-4293.vcf.gz","SBS10a",0
"7316-4293.vcf.gz","SBS10b",0
"7316-4293.vcf.gz","SBS10c",0
"7316-4293.vcf.gz","SBS10d",0
"7316-4293.vcf.gz","SBS11",0
"7316-4293.vcf.gz","SBS12",0
"7316-4293.vcf.gz","SBS13",0
"7316-4293.vcf.gz","SBS14",0
"7316-4293.vcf.gz","SBS15",0
"7316-4293.vcf.gz","SBS16",0
"7316-4293.vcf.gz","SBS17a",28028.7136940007
"7316-4293.vcf.gz","SBS17b",0
"7316-4293.vcf.gz","SBS18",0
"7316-4293.vcf.gz","SBS19",48090.1433429464
"7316-4293.vcf.gz","SBS20",13211.0500280655
"7316-4293.vcf.gz","SBS21",0
"7316-4293.vcf.gz","SBS22",0
"7316-4293.vcf.gz","SBS23",0
"7316-4293.vcf.gz","SBS24",0
"7316-4293.vcf.gz","SBS25",0
"7316-4293.vcf.gz","SBS26",481073.682868106
"7316-4293.vcf.gz","SBS28",7546.28989197346
"7316-4293.vcf.gz","SBS29",0
"7316-4293.vcf.gz","SBS30",0
"7316-4293.vcf.gz","SBS31",0
"7316-4293.vcf.gz","SBS32",220471.344139307
"7316-4293.vcf.gz","SBS33",129443.861602289
"7316-4293.vcf.gz","SBS34",27513.3350956686
"7316-4293.vcf.gz","SBS35",0
"7316-4293.vcf.gz","SBS36",0
"7316-4293.vcf.gz","SBS37",17788.1832986914
"7316-4293.vcf.gz","SBS38",0
"7316-4293.vcf.gz","SBS39",98505.6879829342
"7316-4293.vcf.gz","SBS40",0
"7316-4293.vcf.gz","SBS41",0
"7316-4293.vcf.gz","SBS42",0
"7316-4293.vcf.gz","SBS44",642.420878827219
"7316-4293.vcf.gz","SBS84",0
"7316-4293.vcf.gz","SBS85",0
"7316-4293.vcf.gz","SBS86",0
"7316-4293.vcf.gz","SBS87",90654.8764231604
"7316-4293.vcf.gz","SBS88",0
"7316-4293.vcf.gz","SBS89",220160.485555115
"7316-4293.vcf.gz","SBS90",802.098522836791
"7316-4293.vcf.gz","SBS91",0
"7316-4293.vcf.gz","SBS92",0
"7316-4293.vcf.gz","SBS93",0
"7316-4293.vcf.gz","SBS94",0
